Kpol_1000.1	c1000	C
Kpol_1000.2	c1000	C
Kpol_1000.3	c1000	C
Kpol_1000.4	c1000	C
Kpol_1000.6	c1000	C
Kpol_1000.7	c1000	C
Kpol_1000.8	c1000	C
Kpol_1000.9	c1000	C
Kpol_1000.11	c1000	C
Kpol_1000.12	c1000	C
Kpol_1000.13	c1000	W
Kpol_1000.14	c1000	C
Kpol_1000.15	c1000	C
Kpol_1000.16	c1000	C
Kpol_1000.17	c1000	C
Kpol_1000.18	c1000	W
Kpol_1000.19	c1000	C
Kpol_1000.20	c1000	W
Kpol_1000.21	c1000	C
Kpol_1000.22	c1000	W
Kpol_1000.24	c1000	C
Kpol_1000.25	c1000	W
Kpol_1000.26	c1000	W
Kpol_1000.27	c1000	C
Kpol_1001.1	c1001	W
Kpol_1001.2	c1001	W
Kpol_1001.3	c1001	C
Kpol_1001.4	c1001	C
Kpol_1001.5	c1001	C
Kpol_1001.6	c1001	C
Kpol_1001.7	c1001	C
Kpol_1001.8	c1001	C
Kpol_1001.9	c1001	C
Kpol_1001.10	c1001	C
Kpol_1001.11	c1001	W
Kpol_1001.12	c1001	W
Kpol_1001.13	c1001	C
Kpol_1001.14	c1001	W
Kpol_1001.15	c1001	C
Kpol_1001.16	c1001	W
Kpol_1001.17	c1001	C
Kpol_1001.19	c1001	W
Kpol_1001.20	c1001	C
Kpol_1001.21	c1001	W
Kpol_1001.22	c1001	C
Kpol_1001.23	c1001	C
Kpol_1001.24	c1001	C
Kpol_1001.25	c1001	C
Kpol_1001.26	c1001	C
Kpol_1001.27	c1001	C
Kpol_1001.28	c1001	W
Kpol_1001.29	c1001	C
Kpol_1001.30	c1001	W
Kpol_1001.31	c1001	C
Kpol_1002.1	c1002	W
Kpol_1002.2	c1002	W
Kpol_1002.3	c1002	C
Kpol_1002.4	c1002	C
Kpol_1002.5	c1002	W
Kpol_1002.6	c1002	W
Kpol_1002.7	c1002	W
Kpol_1002.8	c1002	C
Kpol_1002.9	c1002	W
Kpol_1002.10	c1002	W
Kpol_1002.11	c1002	C
Kpol_1002.12	c1002	W
Kpol_1002.13	c1002	C
Kpol_1002.14	c1002	W
Kpol_1002.15	c1002	C
Kpol_1002.16	c1002	C
Kpol_1002.17	c1002	C
Kpol_1002.18	c1002	W
Kpol_1002.19	c1002	W
Kpol_1002.20	c1002	C
Kpol_1002.21	c1002	C
Kpol_1002.22	c1002	W
Kpol_1002.23	c1002	W
Kpol_1002.24	c1002	W
Kpol_1002.25	c1002	W
Kpol_1002.26	c1002	W
Kpol_1002.27	c1002	W
Kpol_1002.28	c1002	C
Kpol_1002.29	c1002	W
Kpol_1002.30	c1002	C
Kpol_1002.31	c1002	C
Kpol_1002.32	c1002	C
Kpol_1002.33	c1002	W
Kpol_1002.34	c1002	W
Kpol_1002.35	c1002	C
Kpol_1002.36	c1002	W
Kpol_1002.37	c1002	C
Kpol_1002.38	c1002	W
Kpol_1002.39	c1002	W
Kpol_1002.40	c1002	C
Kpol_1002.41	c1002	W
Kpol_1002.42	c1002	W
Kpol_1002.43	c1002	C
Kpol_1002.44	c1002	W
Kpol_1002.45	c1002	C
Kpol_1002.46	c1002	W
Kpol_1002.47	c1002	W
Kpol_1002.48	c1002	W
Kpol_1002.49	c1002	W
Kpol_1002.50	c1002	C
Kpol_1002.51	c1002	C
Kpol_1002.52	c1002	C
Kpol_1002.53	c1002	W
Kpol_1002.54	c1002	C
Kpol_1002.55	c1002	C
